dataset_id,link,closed_model,model_name
allenai/Dolci-Instruct-RL,https://huggingface.co/datasets/allenai/Dolci-Instruct-RL,False,
allenai/Dolci-Think-RL-7B-Completions-DPO,https://huggingface.co/datasets/allenai/Dolci-Think-RL-7B-Completions-DPO,False,
hllj/vi_gsm8k,https://huggingface.co/datasets/hllj/vi_gsm8k,True,GPT-3.5
BAAI/AquilaMed-Instruct,https://huggingface.co/datasets/BAAI/AquilaMed-Instruct,True,GPT-3.5
Qwen/ProcessBench,https://huggingface.co/datasets/Qwen/ProcessBench,False,
Dahoas/cot_gsm8k,https://huggingface.co/datasets/Dahoas/cot_gsm8k,False,
Dahoas/cot_gsm8k_socratic,https://huggingface.co/datasets/Dahoas/cot_gsm8k_socratic,False,
Dahoas/no_nl_cot_gsm8k,https://huggingface.co/datasets/Dahoas/no_nl_cot_gsm8k,False,
Dahoas/split_no_nl_cot_gsm8k,https://huggingface.co/datasets/Dahoas/split_no_nl_cot_gsm8k,False,
Dahoas/split_cot_gsm8k,https://huggingface.co/datasets/Dahoas/split_cot_gsm8k,False,
mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_3k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_3k_eval_636d,True,b2_math_fasttext_pos_numina_neg_natural_reasoning
ertghiu256/MathReasoning-with-code-samples,https://huggingface.co/datasets/ertghiu256/MathReasoning-with-code-samples,False,
WNJXYK/MATH-Reasoning-Paths,https://huggingface.co/datasets/WNJXYK/MATH-Reasoning-Paths,False,
Qwen/PolyMath,https://huggingface.co/datasets/Qwen/PolyMath,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366735,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366735,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366736,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366736,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366742,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366742,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366738,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366738,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366741,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366741,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866707,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866707,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866702,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866702,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866703,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866703,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866706,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866706,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866705,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866705,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866704,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866704,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866701,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v2-math-db74ac-2016866701,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-237e7b-2016766699,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-237e7b-2016766699,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366586,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366586,False,
allenai/Dolci-Think-SFT-32B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-32B,True,Olmo-3-32B-Think
rana-shahroz/math-cot-llama3.3-70B,https://huggingface.co/datasets/rana-shahroz/math-cot-llama3.3-70B,True,LLama-3.3-70B
liminho123/DAG-MATH-Formatted-CoT,https://huggingface.co/datasets/liminho123/DAG-MATH-Formatted-CoT,False,
pxyyy/NuminaMath-CoT-smp20k-removed-top2000-by-mp-for-MATH-Correct-2k,https://huggingface.co/datasets/pxyyy/NuminaMath-CoT-smp20k-removed-top2000-by-mp-for-MATH-Correct-2k,False,
pxyyy/NuminaMath-CoT-smp20k-removed-top1500-by-mp-for-MATH-Correct-2k,https://huggingface.co/datasets/pxyyy/NuminaMath-CoT-smp20k-removed-top1500-by-mp-for-MATH-Correct-2k,False,
pxyyy/NuminaMath-CoT-smp20k-removed-top1000-by-mp-for-MATH-Correct-2k,https://huggingface.co/datasets/pxyyy/NuminaMath-CoT-smp20k-removed-top1000-by-mp-for-MATH-Correct-2k,False,
pxyyy/NuminaMath-CoT-smp20k-removed-top500-by-mp-for-MATH-Correct-2k,https://huggingface.co/datasets/pxyyy/NuminaMath-CoT-smp20k-removed-top500-by-mp-for-MATH-Correct-2k,False,
pxyyy/NuminaMath-CoT-smp20k-removed-top500-by-logix-for-MATH-Correct-2k,https://huggingface.co/datasets/pxyyy/NuminaMath-CoT-smp20k-removed-top500-by-logix-for-MATH-Correct-2k,False,
Olivia-umich/MATH-COT,https://huggingface.co/datasets/Olivia-umich/MATH-COT,False,
open-llm-leaderboard/StelleX__Qwen2.5_Math_7B_Cot-details,https://huggingface.co/datasets/open-llm-leaderboard/StelleX__Qwen2.5_Math_7B_Cot-details,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366737,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366737,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366740,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366740,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366739,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v4-math-54ae93-2018366739,False,
allenai/mathfish,https://huggingface.co/datasets/allenai/mathfish,False,
mlfoundations-dev/a1_math_natural_reasoning_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/a1_math_natural_reasoning_eval_636d,False,
Aarushhh/Math-Reasoning-GRPO,https://huggingface.co/datasets/Aarushhh/Math-Reasoning-GRPO,False,
hamishivi/gsm8k-symbolic,https://huggingface.co/datasets/hamishivi/gsm8k-symbolic,False,
APTO-001/llm-math-reasoning-dataset,https://huggingface.co/datasets/APTO-001/llm-math-reasoning-dataset,False,
microsoft/VISION_LANGUAGE,https://huggingface.co/datasets/microsoft/VISION_LANGUAGE,False,
microsoft/IMAGE_UNDERSTANDING,https://huggingface.co/datasets/microsoft/IMAGE_UNDERSTANDING,False,
brando/olympiad-bench-imo-math-boxed-825-v2-21-08-2024,https://huggingface.co/datasets/brando/olympiad-bench-imo-math-boxed-825-v2-21-08-2024,False,
BakeAI/BakeAI_Reasoning_Math_L4_2603_Preview,https://huggingface.co/datasets/BakeAI/BakeAI_Reasoning_Math_L4_2603_Preview,True,
lcw99/gsm8k-ko-reasoning,https://huggingface.co/datasets/lcw99/gsm8k-ko-reasoning,True,Deepseek-R1
Danielbrdz/gsm8k-ES,https://huggingface.co/datasets/Danielbrdz/gsm8k-ES,True,Llama 3.3 70b
mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_1k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_1k_eval_636d,False,
mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_10k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_10k_eval_636d,False,
mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_eval_636d,False,
Lyric1010/ablation_openmathreasoning_thinking_with_reasoning_effort,https://huggingface.co/datasets/Lyric1010/ablation_openmathreasoning_thinking_with_reasoning_effort,False,
Lyric1010/ablation_openmathreasoning_thinking,https://huggingface.co/datasets/Lyric1010/ablation_openmathreasoning_thinking,False,
nvidia/Nemotron-RL-math-OpenMathReasoning,https://huggingface.co/datasets/nvidia/Nemotron-RL-math-OpenMathReasoning,False,
kurogane/OpenMathReasoning-random-100k-cot,https://huggingface.co/datasets/kurogane/OpenMathReasoning-random-100k-cot,False,
mlfoundations-dev/openmathreasoning_100k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_100k_eval_08c7,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366584,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366584,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366585,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366585,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164992,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164992,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164991,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164991,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164990,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-1bbcaf-1917164990,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164902,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164902,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164908,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164908,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164903,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164903,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164909,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164909,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164906,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v1-math-6c03d1-1913164906,False,
Caplin43/ai-reasoning-math-dataset,https://huggingface.co/datasets/Caplin43/ai-reasoning-math-dataset,False,
ReinforceNow/rl-single-math-reasoning,https://huggingface.co/datasets/ReinforceNow/rl-single-math-reasoning,False,
mlfoundations-dev/openmathreasoning_30k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_30k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_0.3k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_0.3k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_300k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_300k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_1k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_1k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_3k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_3k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_10k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_10k_eval_08c7,False,
mlfoundations-dev/openmathreasoning_1000k_eval_08c7,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_1000k_eval_08c7,False,
ykarout/nvidia-openmath-sampled,https://huggingface.co/datasets/ykarout/nvidia-openmath-sampled,True,DeepSeek-R1
mlfoundations-dev/openmathreasoning_300k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_300k_eval_2e29,False,
Compumacy/NMT-openmath,https://huggingface.co/datasets/Compumacy/NMT-openmath,False,
mlfoundations-dev/openmathreasoning_100k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_100k_eval_2e29,False,
mlfoundations-dev/openmathreasoning_1000k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_1000k_eval_2e29,False,
mlfoundations-dev/openmathreasoning_1k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_1k_eval_2e29,False,
mlfoundations-dev/openmathreasoning_10k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_10k_eval_2e29,False,
BakeAI/BakeAI_Reasoning_Math_L5_2603_Preview,https://huggingface.co/datasets/BakeAI/BakeAI_Reasoning_Math_L5_2603_Preview,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366587,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366587,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366582,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366582,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366581,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366581,False,
autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366588,https://huggingface.co/datasets/autoevaluate/autoeval-eval-mathemakitten__winobias_antistereotype_test_cot_v3-math-468e93-2011366588,False,
akshathmangudi/mini-MetaMathQA,https://huggingface.co/datasets/akshathmangudi/mini-MetaMathQA,False,
HanningZhang/llama3_sft_gsm8k_external_reasoning_200k,https://huggingface.co/datasets/HanningZhang/llama3_sft_gsm8k_external_reasoning_200k,False,
mlfoundations-dev/openmathreasoning_30k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_30k_eval_2e29,False,
mlfoundations-dev/openmathreasoning_3k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_3k_eval_2e29,False,
mlfoundations-dev/openmathreasoning_30k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_30k_eval_636d,False,
mlfoundations-dev/openmathreasoning_100k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_100k_eval_636d,False,
mlfoundations-dev/openmathreasoning_0.3k_eval_2e29,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_0.3k_eval_2e29,False,
VerlTool/openmathreasoning_tir_100K,https://huggingface.co/datasets/VerlTool/openmathreasoning_tir_100K,False,
mlfoundations-dev/openmathreasoning_10k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_10k_eval_636d,False,
mlfoundations-dev/openmathreasoning_1k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_1k_eval_636d,False,
mlfoundations-dev/openmathreasoning_0.3k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_0.3k_eval_636d,False,
mlfoundations-dev/openmathreasoning_3k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/openmathreasoning_3k_eval_636d,False,
euclaise/gsm8k_self_correct,https://huggingface.co/datasets/euclaise/gsm8k_self_correct,False,
Dahoas/hf_cot_gsm8k,https://huggingface.co/datasets/Dahoas/hf_cot_gsm8k,False,
allenai/omega-problems,https://huggingface.co/datasets/allenai/omega-problems,False,
allenai/omega-explorative,https://huggingface.co/datasets/allenai/omega-explorative,False,
allenai/omega-compositional,https://huggingface.co/datasets/allenai/omega-compositional,False,
allenai/big-reasoning-traces,https://huggingface.co/datasets/allenai/big-reasoning-traces,False,
odedovadia/math_reasoning_rl_sft,https://huggingface.co/datasets/odedovadia/math_reasoning_rl_sft,False,
mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_0.3k_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/b2_math_fasttext_pos_numina_neg_natural_reasoning_0.3k_eval_636d,False,
allenai/Dolci-Think-SFT-7B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-7B,False,
dcml0714/GSM8K-Zero,https://huggingface.co/datasets/dcml0714/GSM8K-Zero,False,
Dahoas/prompted_hf_cot_gsm8k,https://huggingface.co/datasets/Dahoas/prompted_hf_cot_gsm8k,False,
Dahoas/cot_gsm8k_three_step,https://huggingface.co/datasets/Dahoas/cot_gsm8k_three_step,False,
Dahoas/no_nl_cot_gsm8k_three_step,https://huggingface.co/datasets/Dahoas/no_nl_cot_gsm8k_three_step,False,
Dahoas/no_nl_cot_gsm8k_toy,https://huggingface.co/datasets/Dahoas/no_nl_cot_gsm8k_toy,False,
Dahoas/cot_gsm8k_toy,https://huggingface.co/datasets/Dahoas/cot_gsm8k_toy,False,
BAAI/JudgeLM-data-collection-v1.0,https://huggingface.co/datasets/BAAI/JudgeLM-data-collection-v1.0,False,
BAAI/Infinity-MM,https://huggingface.co/datasets/BAAI/Infinity-MM,,
Skywork/mock_gsm8k_test,https://huggingface.co/datasets/Skywork/mock_gsm8k_test,False,
allenai/olmoe-0125-1b-7b-preference-mix,https://huggingface.co/datasets/allenai/olmoe-0125-1b-7b-preference-mix,True,GPT-4 Turbo
swulling/gsm8k_chinese,https://huggingface.co/datasets/swulling/gsm8k_chinese,False,
shuyuej/metamath_gsm8k,https://huggingface.co/datasets/shuyuej/metamath_gsm8k,False,
declare-lab/GSM8k_MORE,https://huggingface.co/datasets/declare-lab/GSM8k_MORE,False,
allenai/tulu-3-sft-personas-math-filtered,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math-filtered,True,GPT-4o
facat/gsm8k-gpt35,https://huggingface.co/datasets/facat/gsm8k-gpt35,True,gpt-3.5
allenai/CoSyn-400K,https://huggingface.co/datasets/allenai/CoSyn-400K,True,Claude
allenai/tulu-3-sft-mixture-0225,https://huggingface.co/datasets/allenai/tulu-3-sft-mixture-0225,False,
JINIAC-competition/OpenMathInstruct-2-augmented-math,https://huggingface.co/datasets/JINIAC-competition/OpenMathInstruct-2-augmented-math,False,
ricdomolm/OpenMAthInstruct-2-AUGMATH-Deduped,https://huggingface.co/datasets/ricdomolm/OpenMAthInstruct-2-AUGMATH-Deduped,False,
fxmeng/MetaMath-GSM240K,https://huggingface.co/datasets/fxmeng/MetaMath-GSM240K,False,
allenai/WildChat-4.8M-Full,https://huggingface.co/datasets/allenai/WildChat-4.8M-Full,True,GPT-4
Seono/sft-openmath-train,https://huggingface.co/datasets/Seono/sft-openmath-train,False,
Seono/sft-openmath-eval,https://huggingface.co/datasets/Seono/sft-openmath-eval,False,
mlfoundations-dev/a1_math_openmathinstruct2_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/a1_math_openmathinstruct2_eval_636d,False,
mlfoundations-dev/a1_math_openmathinstruct2_eval_1331,https://huggingface.co/datasets/mlfoundations-dev/a1_math_openmathinstruct2_eval_1331,False,
petkopetkov/gsm8k-bg,https://huggingface.co/datasets/petkopetkov/gsm8k-bg,False,
ketchup123/gsm8k,https://huggingface.co/datasets/ketchup123/gsm8k,False,
mlfoundations-dev/a1_math_openmathinstruct_aime_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/a1_math_openmathinstruct_aime_eval_636d,False,
mlfoundations-dev/a1_math_openmathinstruct2_aime_eval_636d,https://huggingface.co/datasets/mlfoundations-dev/a1_math_openmathinstruct2_aime_eval_636d,False,
p1atdev/gsm8k-ja-slim,https://huggingface.co/datasets/p1atdev/gsm8k-ja-slim,False,
ricdomolm/gsm8k,https://huggingface.co/datasets/ricdomolm/gsm8k,False,
Orion-zhen/gsm8k-r1-qwen-32b,https://huggingface.co/datasets/Orion-zhen/gsm8k-r1-qwen-32b,True,DeepSeek-R1-Distill-Qwen-32B
daichira/mathdataset_GSM8K_augumented_tanuki8_8B,https://huggingface.co/datasets/daichira/mathdataset_GSM8K_augumented_tanuki8_8B,False,
open-llm-leaderboard-old/details_Weyaxi__MetaMath-neural-chat-7b-v3-2-Ties,https://huggingface.co/datasets/open-llm-leaderboard-old/details_Weyaxi__MetaMath-neural-chat-7b-v3-2-Ties,False,
meta-math/MetaMathQA,https://huggingface.co/datasets/meta-math/MetaMathQA,False,
lime-nlp/Synthetic_Unanswerable_Math,https://huggingface.co/datasets/lime-nlp/Synthetic_Unanswerable_Math,False,
fxmeng/MetaMath-MATH155K,https://huggingface.co/datasets/fxmeng/MetaMath-MATH155K,False,
KKHYA/metamath_converted,https://huggingface.co/datasets/KKHYA/metamath_converted,False,
geniacllm/OpenMathInstruct-1-1.8m-ja-askllm-v1,https://huggingface.co/datasets/geniacllm/OpenMathInstruct-1-1.8m-ja-askllm-v1,False,
kanhatakeyama/OpenMathInstruct-ja-phi3,https://huggingface.co/datasets/kanhatakeyama/OpenMathInstruct-ja-phi3,True,Phi-3-medium-128k-instruct
tugstugi/OpenMathInstruct-2-QwQ,https://huggingface.co/datasets/tugstugi/OpenMathInstruct-2-QwQ,True,Qwen/QwQ-32B-Preview
open-llm-leaderboard-old/details_Weyaxi__MetaMath-neural-chat-7b-v3-2-Slerp,https://huggingface.co/datasets/open-llm-leaderboard-old/details_Weyaxi__MetaMath-neural-chat-7b-v3-2-Slerp,False,
BILGEM-AI/BILGE-Synthetic-Math,https://huggingface.co/datasets/BILGEM-AI/BILGE-Synthetic-Math,False,
autoprogrammer/openmathinstruct2_10000,https://huggingface.co/datasets/autoprogrammer/openmathinstruct2_10000,False,
autoprogrammer/openmathinstruct2_5000,https://huggingface.co/datasets/autoprogrammer/openmathinstruct2_5000,False,
agicorp/MetaMathQA,https://huggingface.co/datasets/agicorp/MetaMathQA,False,
open-llm-leaderboard-old/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,https://huggingface.co/datasets/open-llm-leaderboard-old/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,False,
open-llm-leaderboard-old/details_xzuyn__GPT-2-SlimOrcaDeduped-airoboros-3.1-MetaMathQA-SFT-124M,https://huggingface.co/datasets/open-llm-leaderboard-old/details_xzuyn__GPT-2-SlimOrcaDeduped-airoboros-3.1-MetaMathQA-SFT-124M,False,
open-llm-leaderboard-old/details_PulsarAI__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,https://huggingface.co/datasets/open-llm-leaderboard-old/details_PulsarAI__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,False,
BAAI/SVIT,https://huggingface.co/datasets/BAAI/SVIT,False,
BAAI/COIG,https://huggingface.co/datasets/BAAI/COIG,False,
togethercomputer/MoAA-SFT,https://huggingface.co/datasets/togethercomputer/MoAA-SFT,False,
d0rj/gsm8k-ru,https://huggingface.co/datasets/d0rj/gsm8k-ru,False,
MU-NLPC/Calc-gsm8k,https://huggingface.co/datasets/MU-NLPC/Calc-gsm8k,False,
allenai/tulu-3-wildchat-unused,https://huggingface.co/datasets/allenai/tulu-3-wildchat-unused,True,GPT-4 Turbo
AryanAnuj/processed_dataset_orca-math-word-problems-200k,https://huggingface.co/datasets/AryanAnuj/processed_dataset_orca-math-word-problems-200k,False,
geniacllm/orca-math-word-problems-200k-askllm-v1,https://huggingface.co/datasets/geniacllm/orca-math-word-problems-200k-askllm-v1,False,
LLMTeamAkiyama/nvidia_openmathinstruct-2-simple-processed,https://huggingface.co/datasets/LLMTeamAkiyama/nvidia_openmathinstruct-2-simple-processed,False,
CJJones/Elementary_Math_Word_Problems_LLM_Training_Short,https://huggingface.co/datasets/CJJones/Elementary_Math_Word_Problems_LLM_Training_Short,False,
wannaphong/orca-math-word-problems-200k,https://huggingface.co/datasets/wannaphong/orca-math-word-problems-200k,True,Azure GPT-4 Turbo
ricdomolm/OpenMathInstruct-2-MATH-Questions,https://huggingface.co/datasets/ricdomolm/OpenMathInstruct-2-MATH-Questions,False,
Lyric1010/openmathinstruct-dropout,https://huggingface.co/datasets/Lyric1010/openmathinstruct-dropout,False,
LLMTeamAkiyama/nvidia_OpenMathInstruct-2,https://huggingface.co/datasets/LLMTeamAkiyama/nvidia_OpenMathInstruct-2,False,
tfshaman/MetaMath_mistral_predicted_gsm8k,https://huggingface.co/datasets/tfshaman/MetaMath_mistral_predicted_gsm8k,False,
hkust-nlp/dart-math-pool-gsm8k-query-info,https://huggingface.co/datasets/hkust-nlp/dart-math-pool-gsm8k-query-info,False,
s-conia/gsm8k_italian,https://huggingface.co/datasets/s-conia/gsm8k_italian,True,gpt-4o-mini-2024-07-18
1231czx/prompts_80K_with_original_MATH_GSM8K_iter1,https://huggingface.co/datasets/1231czx/prompts_80K_with_original_MATH_GSM8K_iter1,False,
1231czx/prompts_80K_with_original_MATH_GSM8K_iter2,https://huggingface.co/datasets/1231czx/prompts_80K_with_original_MATH_GSM8K_iter2,False,
1231czx/prompts_80K_with_original_MATH_GSM8K_iter3,https://huggingface.co/datasets/1231czx/prompts_80K_with_original_MATH_GSM8K_iter3,False,
1231czx/prompts_80K_with_original_MATH_GSM8K_iter4,https://huggingface.co/datasets/1231czx/prompts_80K_with_original_MATH_GSM8K_iter4,False,
August4293/gsm8k_preference_dataset_it_1,https://huggingface.co/datasets/August4293/gsm8k_preference_dataset_it_1,False,
euclaise/gsm8k_multiturn,https://huggingface.co/datasets/euclaise/gsm8k_multiturn,False,
hkust-nlp/gsm8k-fix,https://huggingface.co/datasets/hkust-nlp/gsm8k-fix,False,
