dataset_id,link,tags,description,score
allenai/reward-bench-results,https://huggingface.co/datasets/allenai/reward-bench-results,['region:us'],"
	
		
		Results for Holisitic Evaluation of Reward Models (HERM) Benchmark
	

Here, you'll find the raw scores for the HERM project.
The repository is structured as follows. 
├── best-of-n/                           <- Nested directory for different completions on Best of N challenge
|   ├── alpaca_eval/                         └── results for each reward model
|   |   ├── tulu-13b/{org}/{model}.json  
|   |   └── zephyr-7b/{org}/{model}.json 
|   └── mt_bench/                        
|… See the full description on the dataset page: https://huggingface.co/datasets/allenai/reward-bench-results.",8
allenai/Dolci-DPO-Model-Response-Pool,https://huggingface.co/datasets/allenai/Dolci-DPO-Model-Response-Pool,"['language:en', 'license:odc-by', 'size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'arxiv:2512.13961', 'region:us', 'llm-responses', 'model-comparison', 'synthetic']","
	
		
		Dolci DPO Model Response Pool
	

This dataset contains up to 2.5 million responses for each model in the Olmo 3 DPO model pool, totalling about 71 million prompt, response pairs. Prompts are sourced from allenai/Dolci-Instruct-SFT, with additional data from allenai/WildChat.

	
		
	
	
		Dataset Structure
	


	
		
	
	
		Configurations
	

Each model has its own configuration. Load a specific model's responses with:
from datasets import load_dataset

# Load a single model's responses
ds =… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-DPO-Model-Response-Pool.",8
allenai/Dolci-Think-RL-7B-Completions-SFT,https://huggingface.co/datasets/allenai/Dolci-Think-RL-7B-Completions-SFT,"['license:odc-by', 'size_categories:100K<n<1M', 'format:parquet', 'format:optimized-parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'arxiv:2506.18880', 'arxiv:2502.01718', 'arxiv:2503.23829', 'arxiv:2411.15124', 'arxiv:2505.16400', 'arxiv:2405.01470', 'arxiv:2503.24290', 'arxiv:2508.07629', 'arxiv:2503.14476', 'arxiv:2505.00949', 'arxiv:2512.13961', 'region:us']","
	
		
		Dolci-Think-Completions-SFT
	


	
		
		Dataset Summary
	

Dolci-Think-Completions-SFT is a set of 5,031,398 completions(!!) from the Olmo-3-7B-Think-SFT model over the prompts considered when making Dolci-Think-RL.
These completions were mainly used to filter easy data, but we believe the completions may be useful in general.
It contains 636,095 high-quality prompts covering:

Math 
Code
Precise Instruction Following
General Chat
Puzzles

Each split covers one of the above domains, and… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Dolci-Think-RL-7B-Completions-SFT.",8
google/Synthetic-Persona-Chat,https://huggingface.co/datasets/google/Synthetic-Persona-Chat,"['language:en', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2312.10007', 'region:us']","
	
		
		Dataset Card for SPC: Synthetic-Persona-Chat Dataset
	

Abstract from the paper introducing this dataset: 

High-quality conversational datasets are essential for developing AI models that can communicate with users. One way to foster deeper interactions between a chatbot and its user is through personas, aspects of the user's character that provide insights into their personality, motivations, and behaviors. Training Natural Language Processing (NLP) models on a diverse and… See the full description on the dataset page: https://huggingface.co/datasets/google/Synthetic-Persona-Chat.",8
bigcode/commits_ft,https://huggingface.co/datasets/bigcode/commits_ft,"['size_categories:100K<n<1M', 'modality:text', 'library:datasets', 'library:mlcroissant', 'region:us']",Code Commits for Instruction Tuning,8
mesolitica/Malaysian-STT-Whisper-Stage2,https://huggingface.co/datasets/mesolitica/Malaysian-STT-Whisper-Stage2,"['language:ms', 'language:en', 'size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Malaysian STT Whisper Stage 2
	

Extra dataset to compliment mesolitica/Malaysian-STT-Whisper.
This dataset is stronger in confidence and suitable for second stage / annealing finetuning.

	
		
		how to prepare the dataset
	

huggingface-cli download \
mesolitica/Malaysian-STT-Whisper-Stage2 \
--include ""*.zip"" \
--repo-type ""dataset"" \
--local-dir './'

huggingface-cli download \
mesolitica/Malaysian-Multiturn-Chat-Assistant \
--include ""*.zip"" \
--exclude ""voice/*.zip"" \
--repo-type… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Malaysian-STT-Whisper-Stage2.",8
bigcode/commitpackft,https://huggingface.co/datasets/bigcode/commitpackft,"['language:code', 'license:mit', 'size_categories:100K<n<1M', 'modality:text', 'library:datasets', 'library:mlcroissant', 'arxiv:2308.07124', 'region:us']",CommitPackFT is is a 2GB filtered version of CommitPack to contain only high-quality commit messages that resemble natural language instructions.,8
mesolitica/Speech-Instructions-MalayMMLU,https://huggingface.co/datasets/mesolitica/Speech-Instructions-MalayMMLU,"['language:ms', 'size_categories:10K<n<100K', 'format:parquet', 'modality:audio', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Speech Instructions MalayMMLU
	

We filter MalayMMLU that suitable to convert to voice prompt and generate synthetic voice using mesolitica/Malaysian-Dia-1.6B also verified with Force Alignment to make sure the pronunciations almost correct.
We highly recommend to not include this dataset in training set to prevent contamination. This dataset supposely to become a speech QA benchmark.

	
		
	
	
		Benchmark
	


	
		
	
	
		gpt-4o-audio-preview-2025-06-03
	

Social science… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/Speech-Instructions-MalayMMLU.",7
Qwen/ProcessBench,https://huggingface.co/datasets/Qwen/ProcessBench,"['language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2412.06559', 'region:us', 'math', 'reasoning']","
	
		
		ProcessBench
	

This repository contains the dataset of the ProcessBench benchmark proposed by Qwen Team.
You can refer to our GitHub repository for the evaluation code and the prompt templates we use in this work.
If you find this work relevant or helpful to your work, please kindly cite us:
@article{processbench,
  title={ProcessBench: Identifying Process Errors in Mathematical Reasoning}, 
  author={
    Chujie Zheng and Zhenru Zhang and Beichen Zhang and Runji Lin and Keming Lu and… See the full description on the dataset page: https://huggingface.co/datasets/Qwen/ProcessBench.",7
microsoft/mediflow,https://huggingface.co/datasets/microsoft/mediflow,"['task_categories:text-generation', 'language:en', 'license:cdla-permissive-2.0', 'size_categories:1M<n<10M', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'arxiv:2505.10717', 'region:us', 'clinical', 'medical']","
	
		
		MediFlow
	

A large-scale synthetic instruction dataset of 2.5M rows (~700k unique instructions) for clinical natural language processing covering 14 task types and 98 fine-grained input clinical documents.

	
		
		t-SNE 2D Plot of MediFlow Embeddings by Task Types
	




	
		
		Dataset Splits
	


mediflow: 2.5M instruction data for SFT alignment.
mediflow_dpo: ~135k top-quality instructions with GPT-4o generated rejected_output for DPO alignment.


	
		
		Main Columns
	


instruction:… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/mediflow.",7
microsoft/NOTSOFAR,https://huggingface.co/datasets/microsoft/NOTSOFAR,"['size_categories:1K<n<10K', 'format:audiofolder', 'modality:audio', 'library:datasets', 'library:mlcroissant', 'region:us']","

	
		
		Introduction
	

Welcome to the ""NOTSOFAR-1: Distant Meeting Transcription with a Single Device"" Challenge.
This repo contains the baseline system code for the NOTSOFAR-1 Challenge.

For more information about NOTSOFAR, visit CHiME's official challenge website
Register to participate.
Baseline system description.
Contact us: join the chime-8-notsofar channel on the CHiME Slack, or open a GitHub issue.


		
		📊 Baseline Results on NOTSOFAR dev-set-1
	

Values are presented in tcpWER /… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/NOTSOFAR.",7
allenai/Sera-4.5A-Sphinx-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T1,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 24553 trajectories. Data was generated from the first rollout of SVG on 6 Sphinx commits using GLM-4.5-Air as teacher. Data includes up to two SVG rollouts per function.
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled function

Note: Apply json.loads() to the messages column to load.… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T1.",7
bigcode/self-oss-instruct-sc2-exec-filter-50k,https://huggingface.co/datasets/bigcode/self-oss-instruct-sc2-exec-filter-50k,"['license:odc-by', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2308.09895', 'region:us']","Final self-alignment training dataset for StarCoder2-Instruct. 

seed: Contains the seed Python function
concepts: Contains the concepts generated from the seed
instruction: Contains the instruction generated from the concepts
response: Contains the execution-validated response to the instruction

This dataset utilizes seed Python functions derived from the MultiPL-T pipeline.
",7
mesolitica/Malaysian-Persona,https://huggingface.co/datasets/mesolitica/Malaysian-Persona,"['language:ms', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Scaling Synthetic Malaysian Data Creation with 176,000 Malaysian Personas
	


	
		
		Source code
	

Source code at https://github.com/mesolitica/malaysian-dataset/tree/master/llm-instruction/malaysian-persona
",7
microsoft/rStar-Coder,https://huggingface.co/datasets/microsoft/rStar-Coder,"['license:cc-by-4.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'arxiv:2505.21297', 'region:us']","
	
		
		rStar-Coder Dataset
	



Project GitHub | Paper



	
		
		Dataset Description
	

rStar-Coder is a large-scale competitive code problem dataset containing 418K programming problems, 580K long-reasoning solutions, and rich test cases of varying difficulty levels. This dataset aims to enhance code reasoning capabilities in large language models, particularly in handling competitive code problems.
Experiments on Qwen models (1.5B-14B) across various  code reasoning benchmarks demonstrate… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/rStar-Coder.",7
mesolitica/chatgpt4-commonsense-qa,https://huggingface.co/datasets/mesolitica/chatgpt4-commonsense-qa,"['task_categories:question-answering', 'language:ms', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Synthetic CommonSense
	

Generated using ChatGPT4, originally from https://huggingface.co/datasets/commonsense_qa
Notebook at https://github.com/mesolitica/malaysian-dataset/tree/master/question-answer/chatgpt4-commonsense

synthetic-commonsense.jsonl, 36332 rows, 7.34 MB.


	
		
	
	
		Example data
	

{'question': '1. Seseorang yang bersara mungkin perlu kembali bekerja jika mereka apa?\n   A. mempunyai hutang\n   B. mencari pendapatan\n   C. meninggalkan pekerjaan\n   D. memerlukan… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/chatgpt4-commonsense-qa.",7
mesolitica/chatgpt-malaysian-qa-choice,https://huggingface.co/datasets/mesolitica/chatgpt-malaysian-qa-choice,"['task_categories:question-answering', 'language:ms', 'region:us']","
	
		
		Synthetic QA Choice
	

Generated using ChatGPT3.5,

https://huggingface.co/datasets/malaysia-ai/dedup-text-dataset/resolve/main/dewanbahasa-jdbp.jsonl
https://huggingface.co/datasets/malaysia-ai/dedup-text-dataset/resolve/main/majalahsains.jsonl
https://huggingface.co/datasets/malaysia-ai/dedup-text-dataset/resolve/main/wikipedia-2023-10-01.jsonl

Notebooks at https://github.com/mesolitica/malaysian-dataset/tree/master/question-answer/chatgpt3.5-qa-choice
qa-dewanbahasa-jdbp.jsonl… See the full description on the dataset page: https://huggingface.co/datasets/mesolitica/chatgpt-malaysian-qa-choice.",7
microsoft/Eureka-Bench-Logs,https://huggingface.co/datasets/microsoft/Eureka-Bench-Logs,"['task_categories:image-to-text', 'license:apache-2.0', 'arxiv:2409.10566', 'arxiv:2504.00294', 'arxiv:2504.21318', 'region:us']","This repository contains the logs from the Eureka ML Insights framework, as described in the Github repository.
Relevant links:

Technical report - Eureka: Evaluating and Understanding Large Foundation Models
Technical report - Inference-Time Scaling for Complex Tasks: Where We Stand and What Lies Ahead
Technical report - Phi-4-reasoning technical report
Project Website

All logs are organized by benchmark, model family, and model name.
For any questions on the logs or evaluation code, please… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/Eureka-Bench-Logs.",7
mesolitica/Malaysian-Reasoning-Speech-Instructions,https://huggingface.co/datasets/mesolitica/Malaysian-Reasoning-Speech-Instructions,"['size_categories:10K<n<100K', 'format:parquet', 'modality:audio', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Malaysian Reasoning Speech Instructions
	

We filter Malaysian short prompts from mesolitica/Malaysian-Reasoning that suitable to convert to voice prompt and generate synthetic voice using mesolitica/Malaysian-Dia-1.6B also verified with Force Alignment to make sure the pronunciations almost correct.

	
		
	
	
		Source code
	

Source code at https://github.com/mesolitica/malaysian-dataset/tree/master/speech-instruction/malaysian-reasoning
",7
allenai/Sera-4.5A-Sympy-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T1,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 27227 trajectories. Data was generated from the first rollout of SVG on 6 Sympy commits using GLM-4.5-Air as teacher.
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled function

Note: Apply json.loads() to the messages column to load.
Sera-4.5A-Sympy-T1 is licensed under the Open Data Commons… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T1.",7
allenai/Sera-4.5A-Sphinx-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T2,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 12676 trajectories. Data was generated from the second rollout of SVG on 6 Sphinx commits using GLM-4.5-Air as teacher and includes up to two SVG runs per function. 
We only run verification at 0.5 recall for specialization rollouts (second rollout).
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T2.",7
allenai/Sera-4.5A-Django-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Django-T1,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 24218 trajectories. Data was generated from the first rollout of SVG on 6 Django commits using GLM-4.5-Air as teacher.
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled function

Note: Apply json.loads() to the messages column to load.
Sera-4.5A-Django-T1 is licensed under the Open Data Commons… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Django-T1.",7
allenai/Sera-4.5A-Django-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Django-T2,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 21900 trajectories. Data was generated from the second rollout of SVG on 6 Django commits using GLM-4.5-Air as teacher and includes one SVG runs per function. 
We only run verification at 0.5 recall for specialization rollouts (second rollout).
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled function… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Django-T2.",7
allenai/Sera-4.5A-Sympy-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T2,"['size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","This dataset contains 25397 trajectories. Data was generated from the second rollout of SVG on 6 Sympy commits using GLM-4.5-Air as teacher and includes one SVG runs per function. 
We only run verification at 0.5 recall for specialization rollouts (second rollout).
Schema:
messages: Generated trajectory
instance_id: ID of trajectory
rollout_patch: Created patch to the codebase
func_name: Name of function sampled from codebase to start the pipeline
func_path: File path to the sampled function… See the full description on the dataset page: https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T2.",7
deepmind/pg19,https://huggingface.co/datasets/deepmind/pg19,"['task_categories:text-generation', 'task_ids:language-modeling', 'annotations_creators:expert-generated', 'language_creators:expert-generated', 'multilinguality:monolingual', 'source_datasets:original', 'language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'arxiv:1911.05507', 'region:us']","This repository contains the PG-19 language modeling benchmark.
It includes a set of books extracted from the Project Gutenberg books library, that were published before 1919.
It also contains metadata of book titles and publication dates.

PG-19 is over double the size of the Billion Word benchmark and contains documents that are 20X longer, on average, than the WikiText long-range language modelling benchmark.
Books are partitioned into a train, validation, and test set. Book metadata is stored in metadata.csv which contains (book_id, short_book_title, publication_date).

Unlike prior benchmarks, we do not constrain the vocabulary size --- i.e. mapping rare words to an UNK token --- but instead release the data as an open-vocabulary benchmark. The only processing of the text that has been applied is the removal of boilerplate license text, and the mapping of offensive discriminatory words as specified by Ofcom to placeholder tokens. Users are free to model the data at the character-level, subword-level, or via any mechanism that can model an arbitrary string of text.
To compare models we propose to continue measuring the word-level perplexity, by calculating the total likelihood of the dataset (via any chosen subword vocabulary or character-based scheme) divided by the number of tokens --- specified below in the dataset statistics table.
One could use this dataset for benchmarking long-range language models, or use it to pre-train for other natural language processing tasks which require long-range reasoning, such as LAMBADA or NarrativeQA. We would not recommend using this dataset to train a general-purpose language model, e.g. for applications to a production-system dialogue agent, due to the dated linguistic style of old texts and the inherent biases present in historical writing.",7
microsoft/FStarDataSet,https://huggingface.co/datasets/microsoft/FStarDataSet,"['task_categories:text-generation', 'task_categories:other', 'language:code', 'language:fst', 'license:cdla-permissive-2.0', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2405.01787', 'region:us', 'code', 'fstar', 'popai']","
	
		
		Proof Oriented Programming with AI (PoPAI) - FStarDataSet
	

This dataset contains programs and proofs in F* proof-oriented programming language. 
The data, proposed in Towards Neural Synthesis for SMT-Assisted Proof-Oriented Programming,
is an archive of source code, build artifacts, and metadata assembled from eight different F⋆-based open source projects on GitHub.

	
		
	
	
		Primary-Objective
	

This dataset's primary objective is to train and evaluate Proof-oriented Programming… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/FStarDataSet.",7
microsoft/orca-math-word-problems-200k,https://huggingface.co/datasets/microsoft/orca-math-word-problems-200k,"['task_categories:question-answering', 'language:en', 'license:mit', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2402.14830', 'region:us', 'math']","
	
		
		Dataset Card
	



This dataset contains ~200K grade school math word problems. All the answers in this dataset is generated using Azure GPT4-Turbo. Please refer to Orca-Math: Unlocking the potential of
SLMs in Grade School Math for details about the dataset construction. 

	
		
		Dataset Sources
	




Repository: microsoft/orca-math-word-problems-200k
Paper: Orca-Math: Unlocking the potential of
SLMs in Grade School Math


	
		
		Direct Use
	



This dataset has been designed to… See the full description on the dataset page: https://huggingface.co/datasets/microsoft/orca-math-word-problems-200k.",7
future-architect/Llama-3.3-Future-Code-Instructions,https://huggingface.co/datasets/future-architect/Llama-3.3-Future-Code-Instructions,"['language:en', 'language:ja', 'license:llama3.3', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2406.08464', 'region:us', 'llama-3', 'code']","
	
		
		Llama 3.3 Future Code Instructions
	

Llama 3.3 Future Code Instructions is a large-scale instruction dataset synthesized with the Meta Llama 3.3 70B Instruct model.
The dataset was generated with the method called Magpie, where we prompted the model to generate instructions likely to be asked by the users.
In addition to the original prompt introduced by the authors, we conditioned the system prompt on what specific programming language the user has an interest in, gaining control… See the full description on the dataset page: https://huggingface.co/datasets/future-architect/Llama-3.3-Future-Code-Instructions.",7
allenai/mathfish-tasks,https://huggingface.co/datasets/allenai/mathfish-tasks,"['language:en', 'license:odc-by', 'arxiv:2408.04226', 'region:us', 'math', 'education']","
	
		
		Dataset Card for MathFish Tasks
	



This dataset is a derivative of MathFish, where dev set examples are inserted into prompts for models to assess their abilities to verify and tag standards in math problems.
See MathFish for more details on sources, creation, and uses of this data.
This data can be used in conjunction with our model API wrapper included in this Github repository.

	
		
	
	
		Dataset Details
	


	
		
	
	
		Dataset Structure
	



Files are named in the following… See the full description on the dataset page: https://huggingface.co/datasets/allenai/mathfish-tasks.",7
PJMixers-Dev/sequelbox_Raiden-DeepSeek-R1-Shuffled-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/sequelbox_Raiden-DeepSeek-R1-Shuffled-ShareGPT,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","import json
from tqdm import tqdm
from datasets import load_dataset
import pandas as pd


# Example usage:
dataset = load_dataset(""sequelbox/Raiden-DeepSeek-R1"")[""train""]
dataset = dataset.shuffle(seed=42)
output_file = ""./sequelbox_Raiden-DeepSeek-R1-Shuffled-ShareGPT.parquet""

data = []
for item in tqdm(dataset):
    if item[""prompt""].strip() == """" or item[""response""].strip() == """":
        continue

    data.append(
        {
            ""conversations"": [
                {… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/sequelbox_Raiden-DeepSeek-R1-Shuffled-ShareGPT.",7
bigcode/python-stack-v1-functions-filtered-sc2-subset,https://huggingface.co/datasets/bigcode/python-stack-v1-functions-filtered-sc2-subset,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","Subset of StarCoder2-Instruct's seed dataset. Used for experimentation.
Full dataset is found here: https://huggingface.co/datasets/bigcode/python-stack-v1-functions-filtered-sc2
",7
bigcode/commits_sample_files,https://huggingface.co/datasets/bigcode/commits_sample_files,"['size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","This is a sample of GitHub commits and files reconstructed from the Software Heritage dataset.
It contains the latest 1024 commits in all of pytorch/* and huggingface/* repos.
The tables are split to avoid an explosion of rows (lots of repeated files between commits), so you will need to pre-filter the commits before adding the file contents.
Table descriptions:

	
		
		1. commits
	

The commit message table. Join it with commit_filepath on commits.directory_id == commit_filepath.directory_id… See the full description on the dataset page: https://huggingface.co/datasets/bigcode/commits_sample_files.",7
bigcode/commitpack,https://huggingface.co/datasets/bigcode/commitpack,"['language:code', 'license:mit', 'arxiv:2308.07124', 'region:us']",CommitPack is is a 4TB dataset of commits scraped from GitHub repositories that are permissively licensed.,7
bigcode/MultiPL-E-completions,https://huggingface.co/datasets/bigcode/MultiPL-E-completions,"['size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'code']","
	
		
		Raw Data from MultiPL-E
	

This repository is frozen. See https://huggingface.co/datasets/nuprl/MultiPL-E-completions for a more complete version of this repository.
Uploads are a work in progress. If you are interested in a split that is not yet available, please contact a.guha@northeastern.edu.
This repository contains the raw data -- both completions and executions -- from MultiPL-E that was used to generate several experimental results from the 
MultiPL-E, SantaCoder, and StarCoder… See the full description on the dataset page: https://huggingface.co/datasets/bigcode/MultiPL-E-completions.",7
PJMixers-Dev/abacusai_SystemChat-1.1-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/abacusai_SystemChat-1.1-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,"['task_categories:text-generation', 'source_datasets:abacusai/SystemChat-1.1', 'language:en', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		abacusai_SystemChat-1.1-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT
	

abacusai/SystemChat-1.1 with responses regenerated with gemini-2.0-flash-thinking-exp-1219.

	
		
		Generation Details
	


If BlockedPromptException, StopCandidateException, or InvalidArgument was returned, the sample was skipped.
If [""candidates""][0][""safety_ratings""] == ""SAFETY"" the sample was skipped.
If [""candidates""][0][""finish_reason""] != 1 the sample was skipped.

model = genai.GenerativeModel(… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/abacusai_SystemChat-1.1-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT.",7
PJMixers-Dev/allenai_WildChat-1M-gemini-exp-1206-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/allenai_WildChat-1M-gemini-exp-1206-ShareGPT,"['task_categories:text-generation', 'source_datasets:allenai/WildChat-1M', 'language:en', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		allenai_WildChat-1M-gemini-exp-1206-ShareGPT
	

PJMixers-Dev/allenai_WildChat-1M-prompts with responses generated with gemini-exp-1206.

	
		
		Generation Details
	


If BlockedPromptException, StopCandidateException, or InvalidArgument was returned, the sample was skipped.
If [""candidates""][0][""safety_ratings""] == ""SAFETY"" the sample was skipped.
If [""candidates""][0][""finish_reason""] != 1 the sample was skipped.

model = genai.GenerativeModel(
    model_name,
    safety_settings=[… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/allenai_WildChat-1M-gemini-exp-1206-ShareGPT.",7
PJMixers-Dev/allenai_WildChat-1M-gemini-2.0-flash-exp-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/allenai_WildChat-1M-gemini-2.0-flash-exp-ShareGPT,"['task_categories:text-generation', 'source_datasets:allenai/WildChat-1M', 'language:en', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		allenai_WildChat-1M-gemini-2.0-flash-exp-ShareGPT
	

PJMixers-Dev/allenai_WildChat-1M-prompts with responses generated with gemini-2.0-flash-exp.

	
		
		Generation Details
	


If BlockedPromptException, StopCandidateException, or InvalidArgument was returned, the sample was skipped.
If [""candidates""][0][""safety_ratings""] == ""SAFETY"" the sample was skipped.
If [""candidates""][0][""finish_reason""] != 1 the sample was skipped.

model = genai.GenerativeModel(
    model_name… See the full description on the dataset page: https://huggingface.co/datasets/PJMixers-Dev/allenai_WildChat-1M-gemini-2.0-flash-exp-ShareGPT.",7
