dataset_id,link,closed_model
microsoft/RecoReact,https://huggingface.co/datasets/microsoft/RecoReact,False
bigcode/the-stack-v2,https://huggingface.co/datasets/bigcode/the-stack-v2,True
openai/openai_humaneval,https://huggingface.co/datasets/openai/openai_humaneval,False
bigcode/the-stack-v2-dedup,https://huggingface.co/datasets/bigcode/the-stack-v2-dedup,True
google/code_x_glue_cc_code_to_code_trans,https://huggingface.co/datasets/google/code_x_glue_cc_code_to_code_trans,False
bigcode/github-commits-diff-dedup-pjjs-april,https://huggingface.co/datasets/bigcode/github-commits-diff-dedup-pjjs-april,False
bigcode/commits-pjj-diff,https://huggingface.co/datasets/bigcode/commits-pjj-diff,False
bigcode/the-stack-v2-train-smol-ids,https://huggingface.co/datasets/bigcode/the-stack-v2-train-smol-ids,True
bigcode/the-stack-v2-train-full-ids,https://huggingface.co/datasets/bigcode/the-stack-v2-train-full-ids,True
google/code_x_glue_cc_code_refinement,https://huggingface.co/datasets/google/code_x_glue_cc_code_refinement,False
NickyNicky/nano_OpenHermes-2.5_chatml_gemma,https://huggingface.co/datasets/NickyNicky/nano_OpenHermes-2.5_chatml_gemma,False
NickyNicky/aya_dataset_multilingual_chatml_gemma_response_json,https://huggingface.co/datasets/NickyNicky/aya_dataset_multilingual_chatml_gemma_response_json,False
allenai/Dolci-RL-Zero-Mix-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-Mix-7B,False
allenai/dolma3_pool_staging,https://huggingface.co/datasets/allenai/dolma3_pool_staging,False
allenai/tulu-3-sft-olmo-2-mixture-0225,https://huggingface.co/datasets/allenai/tulu-3-sft-olmo-2-mixture-0225,False
allenai/omega-problems,https://huggingface.co/datasets/allenai/omega-problems,False
allenai/Dolci-Instruct-SFT-No-Tools,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-No-Tools,False
allenai/olmo-2-0425-1b-preference-mix,https://huggingface.co/datasets/allenai/olmo-2-0425-1b-preference-mix,True
allenai/olmo-2-0325-32b-preference-mix,https://huggingface.co/datasets/allenai/olmo-2-0325-32b-preference-mix,True
Leon-Leee/LeetCodeDataset_rectified,https://huggingface.co/datasets/Leon-Leee/LeetCodeDataset_rectified,True
allenai/olmo-2-1124-7b-preference-mix,https://huggingface.co/datasets/allenai/olmo-2-1124-7b-preference-mix,True
allenai/olmo-2-1124-13b-preference-mix,https://huggingface.co/datasets/allenai/olmo-2-1124-13b-preference-mix,True
mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannotated,https://huggingface.co/datasets/mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannotated,False
mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannnotated_2,https://huggingface.co/datasets/mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannnotated_2,False
jaeyong2/Ja-functioncall,https://huggingface.co/datasets/jaeyong2/Ja-functioncall,False
mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannnotated_twice,https://huggingface.co/datasets/mlfoundations-dev/math_stratos_scale_judged_and_annotated_with_difficulty_incorrect_and_hardest_reannnotated_twice,False
jaeyong2/Viet-functioncall,https://huggingface.co/datasets/jaeyong2/Viet-functioncall,False
jaeyong2/Id-functioncall,https://huggingface.co/datasets/jaeyong2/Id-functioncall,False
jaeyong2/RAG-COT-Ko,https://huggingface.co/datasets/jaeyong2/RAG-COT-Ko,False
jaeyong2/Ko-code-gemini-flash,https://huggingface.co/datasets/jaeyong2/Ko-code-gemini-flash,True
NickyNicky/oasst2_orpo_mix_function_call_phi_3_v1,https://huggingface.co/datasets/NickyNicky/oasst2_orpo_mix_function_call_phi_3_v1,False
bigcode/humanevalpack,https://huggingface.co/datasets/bigcode/humanevalpack,False
bigcode/commits-codegeex,https://huggingface.co/datasets/bigcode/commits-codegeex,False
bigcode/governance-card,https://huggingface.co/datasets/bigcode/governance-card,False
mesolitica/Malaysian-Speech-Description-Timestamp-Instructions,https://huggingface.co/datasets/mesolitica/Malaysian-Speech-Description-Timestamp-Instructions,False
bigcode/commitpack-subset-cf,https://huggingface.co/datasets/bigcode/commitpack-subset-cf,False
bigcode/oasst-octopack,https://huggingface.co/datasets/bigcode/oasst-octopack,False
mesolitica/CoVoST2-Instructions,https://huggingface.co/datasets/mesolitica/CoVoST2-Instructions,False
jaeyong2/Code-Qwen3-14B-Ko,https://huggingface.co/datasets/jaeyong2/Code-Qwen3-14B-Ko,False
NickyNicky/prompts_ranked_808,https://huggingface.co/datasets/NickyNicky/prompts_ranked_808,False
NickyNicky/drugsComTest_raw,https://huggingface.co/datasets/NickyNicky/drugsComTest_raw,False
jaeyong2/ko_code_qwq,https://huggingface.co/datasets/jaeyong2/ko_code_qwq,True
jaeyong2/ko_code_exaone,https://huggingface.co/datasets/jaeyong2/ko_code_exaone,True
jaeyong2/ja-code-reasoning,https://huggingface.co/datasets/jaeyong2/ja-code-reasoning,True
bigcode/commitpackmeta,https://huggingface.co/datasets/bigcode/commitpackmeta,False
allenai/peS2o,https://huggingface.co/datasets/allenai/peS2o,False
google/IndicGenBench_flores_in,https://huggingface.co/datasets/google/IndicGenBench_flores_in,False
google/IndicGenBench_xorqa_in,https://huggingface.co/datasets/google/IndicGenBench_xorqa_in,False
google/IndicGenBench_xquad_in,https://huggingface.co/datasets/google/IndicGenBench_xquad_in,False
mesolitica/Classification-Speech-Instructions,https://huggingface.co/datasets/mesolitica/Classification-Speech-Instructions,False
microsoft/RedStone,https://huggingface.co/datasets/microsoft/RedStone,False
mesolitica/chatgpt4-noisy-translation-twitter-dialect,https://huggingface.co/datasets/mesolitica/chatgpt4-noisy-translation-twitter-dialect,True
mesolitica/IMDA-STT,https://huggingface.co/datasets/mesolitica/IMDA-STT,False
mesolitica/AudioSet-Audio-Instructions,https://huggingface.co/datasets/mesolitica/AudioSet-Audio-Instructions,False
allenai/tulu-3-trustllm-jailbreaktrigger-eval,https://huggingface.co/datasets/allenai/tulu-3-trustllm-jailbreaktrigger-eval,False
allenai/tulu-3-do-anything-now-eval,https://huggingface.co/datasets/allenai/tulu-3-do-anything-now-eval,False
allenai/tulu-3-harmbench-eval,https://huggingface.co/datasets/allenai/tulu-3-harmbench-eval,False
allenai/tulu-3-sft-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-instruction-following,False
allenai/href_preference,https://huggingface.co/datasets/allenai/href_preference,False
allenai/super,https://huggingface.co/datasets/allenai/super,False
allenai/tulu-v3.1-mix-preview-4096-OLMoE,https://huggingface.co/datasets/allenai/tulu-v3.1-mix-preview-4096-OLMoE,False
allenai/DS_Critique_Bank,https://huggingface.co/datasets/allenai/DS_Critique_Bank,True
google/air_dialogue,https://huggingface.co/datasets/google/air_dialogue,False
google/IndicGenBench_crosssum_in,https://huggingface.co/datasets/google/IndicGenBench_crosssum_in,False
allenai/tulu-3-pref-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-pref-personas-instruction-following,False
mesolitica/Malaysian-Emilia,https://huggingface.co/datasets/mesolitica/Malaysian-Emilia,False
mesolitica/Malaysian-Reasoning,https://huggingface.co/datasets/mesolitica/Malaysian-Reasoning,False
mesolitica/Leetcode-Hard-QwQ,https://huggingface.co/datasets/mesolitica/Leetcode-Hard-QwQ,False
mesolitica/Animal-Sound-Instructions,https://huggingface.co/datasets/mesolitica/Animal-Sound-Instructions,False
mesolitica/Speaker-Diarization-Instructions,https://huggingface.co/datasets/mesolitica/Speaker-Diarization-Instructions,False
mesolitica/Cantonese-Radio-Description-Instructions,https://huggingface.co/datasets/mesolitica/Cantonese-Radio-Description-Instructions,False
mesolitica/Emilia-Mandarin-Description-Instructions,https://huggingface.co/datasets/mesolitica/Emilia-Mandarin-Description-Instructions,False
mesolitica/Malaysian-Emilia-v2,https://huggingface.co/datasets/mesolitica/Malaysian-Emilia-v2,False
bigcode/starcoder2-evaluation,https://huggingface.co/datasets/bigcode/starcoder2-evaluation,False
bigcode/python-stack-v1-functions-filtered-sc2,https://huggingface.co/datasets/bigcode/python-stack-v1-functions-filtered-sc2,False
bigcode/bigcodebench,https://huggingface.co/datasets/bigcode/bigcodebench,True
bigcode/bigcodereward,https://huggingface.co/datasets/bigcode/bigcodereward,False
huggingface/label-files,https://huggingface.co/datasets/huggingface/label-files,False
jaeyong2/vi-rag-cot,https://huggingface.co/datasets/jaeyong2/vi-rag-cot,False
Fuleee/springboot-code-completion-dataset,https://huggingface.co/datasets/Fuleee/springboot-code-completion-dataset,False
allenai/Dolci-RL-Zero-General-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-General-7B,False
allenai/Dolci-Instruct-SFT-Tool-Use-SA,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use-SA,False
open-llm-leaderboard-old/details_mwitiderrick__open_llama_3b_code_instruct_0.1,https://huggingface.co/datasets/open-llm-leaderboard-old/details_mwitiderrick__open_llama_3b_code_instruct_0.1,False
allenai/Dolci-RL-Zero-IF-7B,https://huggingface.co/datasets/allenai/Dolci-RL-Zero-IF-7B,False
Saxo/alpaca_function_calling_dataset,https://huggingface.co/datasets/Saxo/alpaca_function_calling_dataset,False
emre/llama-2-instruct-121k-code,https://huggingface.co/datasets/emre/llama-2-instruct-121k-code,True
mesolitica/chatgpt-noisy-translation-banjarese,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-banjarese,True
mesolitica/chatgpt-noisy-translation-facebook,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-facebook,True
mesolitica/chatgpt-noisy-translation-iium-confession,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-iium-confession,True
mesolitica/chatgpt-noisy-translation-twitter,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-twitter,True
internlm/Spark-Data,https://huggingface.co/datasets/internlm/Spark-Data,False
internlm/OREAL-RL-Prompts,https://huggingface.co/datasets/internlm/OREAL-RL-Prompts,False
internlm/Condor-SFT-20K,https://huggingface.co/datasets/internlm/Condor-SFT-20K,False
allenai/Dolci-Instruct-SFT-Tool-Use,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT-Tool-Use,False
MLP-SAE/Llama-3.1-8B-Instruct-code-evol,https://huggingface.co/datasets/MLP-SAE/Llama-3.1-8B-Instruct-code-evol,False
microsoft/webgym_tasks,https://huggingface.co/datasets/microsoft/webgym_tasks,False
allenai/prosocial-dialog,https://huggingface.co/datasets/allenai/prosocial-dialog,True
microsoft/Updesh_beta,https://huggingface.co/datasets/microsoft/Updesh_beta,True
allenai/nllb,https://huggingface.co/datasets/allenai/nllb,False
deepseek-ai/DeepSeek-Prover-V1,https://huggingface.co/datasets/deepseek-ai/DeepSeek-Prover-V1,False
codelion/sutra-30k-seeds,https://huggingface.co/datasets/codelion/sutra-30k-seeds,False
mesolitica/IMDA-TTS,https://huggingface.co/datasets/mesolitica/IMDA-TTS,False
mesolitica/synthetic-multiturn-multimodal,https://huggingface.co/datasets/mesolitica/synthetic-multiturn-multimodal,False
mesolitica/chatgpt-explain-sentiment,https://huggingface.co/datasets/mesolitica/chatgpt-explain-sentiment,True
mesolitica/chatgpt-noisy-translation-manglish,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-manglish,True
mesolitica/chatgpt-noisy-translation-c.cari.com.my,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-c.cari.com.my,True
mesolitica/chatgpt-noisy-translation-b.cari.com.my,https://huggingface.co/datasets/mesolitica/chatgpt-noisy-translation-b.cari.com.my,True
mesolitica/chatgpt-kg-triplets,https://huggingface.co/datasets/mesolitica/chatgpt-kg-triplets,True
mesolitica/malaya-speech-malay-stt,https://huggingface.co/datasets/mesolitica/malaya-speech-malay-stt,True
microsoft/PEACE,https://huggingface.co/datasets/microsoft/PEACE,False
lmsys/toxic-chat,https://huggingface.co/datasets/lmsys/toxic-chat,False
allenai/tulu-2.5-preference-data,https://huggingface.co/datasets/allenai/tulu-2.5-preference-data,True
allenai/achieve-the-core,https://huggingface.co/datasets/allenai/achieve-the-core,False
google/wmt24pp,https://huggingface.co/datasets/google/wmt24pp,False
google/wmt24pp-images,https://huggingface.co/datasets/google/wmt24pp-images,False
google/gemma3n-slicing-configs,https://huggingface.co/datasets/google/gemma3n-slicing-configs,False
deepmind/math_dataset,https://huggingface.co/datasets/deepmind/math_dataset,False
deepmind/narrativeqa_manual,https://huggingface.co/datasets/deepmind/narrativeqa_manual,False
microsoft/timewarp,https://huggingface.co/datasets/microsoft/timewarp,
allenai/sdsd-revisions,https://huggingface.co/datasets/allenai/sdsd-revisions,False
allenai/sdsd-dialogues,https://huggingface.co/datasets/allenai/sdsd-dialogues,False
open-llm-leaderboard-old/details_NobodyExistsOnTheInternet__code-llama-70b-python-instruct,https://huggingface.co/datasets/open-llm-leaderboard-old/details_NobodyExistsOnTheInternet__code-llama-70b-python-instruct,True
allenai/break_data,https://huggingface.co/datasets/allenai/break_data,False
allenai/Dolci-Instruct-SFT,https://huggingface.co/datasets/allenai/Dolci-Instruct-SFT,True
allenai/Dolci-Instruct-DPO,https://huggingface.co/datasets/allenai/Dolci-Instruct-DPO,True
flytech/llama-python-codes-30k,https://huggingface.co/datasets/flytech/llama-python-codes-30k,False
allenai/Sera-4.5A-Lite-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Lite-T1,False
PJMixers-Dev/Weyaxi_HelpSteer-filtered-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/Weyaxi_HelpSteer-filtered-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,True
PJMixers-Dev/grimulkan_physical-reasoning-gemini-2.0-flash-exp-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/grimulkan_physical-reasoning-gemini-2.0-flash-exp-ShareGPT,True
PJMixers-Dev/grimulkan_theory-of-mind-gemini-2.0-flash-exp-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/grimulkan_theory-of-mind-gemini-2.0-flash-exp-ShareGPT,True
allenai/sqa_reranking_eval,https://huggingface.co/datasets/allenai/sqa_reranking_eval,True
allenai/nq_open_mc,https://huggingface.co/datasets/allenai/nq_open_mc,False
allenai/Sera-4.5A-Full-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Full-T1,False
allenai/Sera-4.6-Lite-T2,https://huggingface.co/datasets/allenai/Sera-4.6-Lite-T2,True
allenai/Sera-4.5A-Lite-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Lite-T2,False
allenai/Sera-4.6-Lite-T1,https://huggingface.co/datasets/allenai/Sera-4.6-Lite-T1,True
allenai/Sera-4.5A-Full-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Full-T2,True
PJMixers-Dev/grimulkan_theory-of-mind-gemini-exp-1206-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/grimulkan_theory-of-mind-gemini-exp-1206-ShareGPT,True
PJMixers-Dev/Weyaxi_HelpSteer-filtered-Reflection-Gemini-1.5-Flash-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/Weyaxi_HelpSteer-filtered-Reflection-Gemini-1.5-Flash-ShareGPT,True
jaeyong2/Think-Extract-Perplexity-Distill-Llama70b,https://huggingface.co/datasets/jaeyong2/Think-Extract-Perplexity-Distill-Llama70b,False
allenai/olmOCR-mix-0225,https://huggingface.co/datasets/allenai/olmOCR-mix-0225,True
bigcode/the-stack-metadata,https://huggingface.co/datasets/bigcode/the-stack-metadata,False
PJMixers-Dev/NovaSky-AI_Sky-T1-17K-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/NovaSky-AI_Sky-T1-17K-CustomShareGPT,False
PJMixers-Dev/O1-OPEN_OpenO1-SFT-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/O1-OPEN_OpenO1-SFT-CustomShareGPT,False
PJMixers-Dev/O1-OPEN_OpenO1-SFT-Pro-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/O1-OPEN_OpenO1-SFT-Pro-CustomShareGPT,False
PJMixers-Dev/O1-OPEN_OpenO1-SFT-English-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/O1-OPEN_OpenO1-SFT-English-CustomShareGPT,False
PJMixers-Dev/O1-OPEN_OpenO1-SFT-Pro-English-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/O1-OPEN_OpenO1-SFT-Pro-English-CustomShareGPT,False
PJMixers-Dev/camel-ai_biology-gemini-exp-1206-ShareGPT,https://huggingface.co/datasets/PJMixers-Dev/camel-ai_biology-gemini-exp-1206-ShareGPT,True
PJMixers-Dev/camel-ai_biology-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/camel-ai_biology-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,True
PJMixers-Dev/camel-ai_physics-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/camel-ai_physics-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,True
PJMixers-Dev/camel-ai_chemistry-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/camel-ai_chemistry-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,True
PJMixers-Dev/utkarshd_roleplay_small-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,https://huggingface.co/datasets/PJMixers-Dev/utkarshd_roleplay_small-gemini-2.0-flash-thinking-exp-1219-CustomShareGPT,True
bigcode/the-stack-smol-xl,https://huggingface.co/datasets/bigcode/the-stack-smol-xl,False
bigcode/the-stack-inspection-data,https://huggingface.co/datasets/bigcode/the-stack-inspection-data,False
bigcode/programming-languages-keywords,https://huggingface.co/datasets/bigcode/programming-languages-keywords,False
bigcode/bigcode-pii-dataset,https://huggingface.co/datasets/bigcode/bigcode-pii-dataset,False
bigcode/the-stack,https://huggingface.co/datasets/bigcode/the-stack,False
bigcode/the-stack-smol,https://huggingface.co/datasets/bigcode/the-stack-smol,False
bigcode/the-stack-dedup,https://huggingface.co/datasets/bigcode/the-stack-dedup,False
google/code_x_glue_cc_defect_detection,https://huggingface.co/datasets/google/code_x_glue_cc_defect_detection,False
mesolitica/dedup-Malaysian-Emilia,https://huggingface.co/datasets/mesolitica/dedup-Malaysian-Emilia,False
google/code_x_glue_cc_code_completion_token,https://huggingface.co/datasets/google/code_x_glue_cc_code_completion_token,False
google/spiqa,https://huggingface.co/datasets/google/spiqa,False
google/code_x_glue_ct_code_to_text,https://huggingface.co/datasets/google/code_x_glue_ct_code_to_text,False
microsoft/MeetingBank-LLMCompressed,https://huggingface.co/datasets/microsoft/MeetingBank-LLMCompressed,True
microsoft/Taskbench,https://huggingface.co/datasets/microsoft/Taskbench,True
mesolitica/Google-Translate,https://huggingface.co/datasets/mesolitica/Google-Translate,True
google/code_x_glue_tc_nl_code_search_adv,https://huggingface.co/datasets/google/code_x_glue_tc_nl_code_search_adv,False
google/code_x_glue_tc_text_to_code,https://huggingface.co/datasets/google/code_x_glue_tc_text_to_code,False
google/red_ace_asr_error_detection_and_correction,https://huggingface.co/datasets/google/red_ace_asr_error_detection_and_correction,True
microsoft/FStarDataSet-V2,https://huggingface.co/datasets/microsoft/FStarDataSet-V2,False
google/simpleqa-verified,https://huggingface.co/datasets/google/simpleqa-verified,False
PJMixers-Dev/NyxKrage_chub-logs-sharegpt-longest-CustomShareGPT-qwq-all-aphrodite,https://huggingface.co/datasets/PJMixers-Dev/NyxKrage_chub-logs-sharegpt-longest-CustomShareGPT-qwq-all-aphrodite,False
google/FACTS-grounding-public,https://huggingface.co/datasets/google/FACTS-grounding-public,False
microsoft/EpiCoder-meta-features,https://huggingface.co/datasets/microsoft/EpiCoder-meta-features,False
allenai/paloma,https://huggingface.co/datasets/allenai/paloma,False
allenai/tulu-v2-sft-long-mixture,https://huggingface.co/datasets/allenai/tulu-v2-sft-long-mixture,False
PJMixers-Dev/lemonilia_LimaRP-Only-NonSus-Simple-CustomShareGPT-qwq-all,https://huggingface.co/datasets/PJMixers-Dev/lemonilia_LimaRP-Only-NonSus-Simple-CustomShareGPT-qwq-all,True
PJMixers-Dev/lemonilia_LimaRP-Only-NonSus-Simple-CustomShareGPT-qwq-all-aphrodite,https://huggingface.co/datasets/PJMixers-Dev/lemonilia_LimaRP-Only-NonSus-Simple-CustomShareGPT-qwq-all-aphrodite,False
deepmind/code_contests,https://huggingface.co/datasets/deepmind/code_contests,False
codelion/sutra-improved-100M,https://huggingface.co/datasets/codelion/sutra-improved-100M,False
codelion/optillm-router-dataset,https://huggingface.co/datasets/codelion/optillm-router-dataset,True
codelion/sutra-1B,https://huggingface.co/datasets/codelion/sutra-1B,False
codelion/finewiki-1B,https://huggingface.co/datasets/codelion/finewiki-1B,False
codelion/finewiki-100M,https://huggingface.co/datasets/codelion/finewiki-100M,False
codelion/sutra-10B,https://huggingface.co/datasets/codelion/sutra-10B,False
microsoft/WebTailBench,https://huggingface.co/datasets/microsoft/WebTailBench,False
microsoft/CancerGUIDE,https://huggingface.co/datasets/microsoft/CancerGUIDE,True
microsoft/LiveDRBench,https://huggingface.co/datasets/microsoft/LiveDRBench,False
codelion/finewiki-10M,https://huggingface.co/datasets/codelion/finewiki-10M,False
codelion/sutra-10M,https://huggingface.co/datasets/codelion/sutra-10M,False
codelion/sutra-100M,https://huggingface.co/datasets/codelion/sutra-100M,False
codelion/Qwen3-0.6B-pts,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts,False
codelion/Qwen3-0.6B-pts-steering-vectors,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-steering-vectors,False
allenai/MolmoPoint-TrackSyn,https://huggingface.co/datasets/allenai/MolmoPoint-TrackSyn,False
PJMixers-Dev/RP-Thinking-Shuffled,https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-Shuffled,False
PJMixers-Dev/RP-Thinking-With-QwQ-Shuffled,https://huggingface.co/datasets/PJMixers-Dev/RP-Thinking-With-QwQ-Shuffled,False
codelion/Qwen3-0.6B-pts-thought-anchors,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-thought-anchors,False
mesolitica/Azure-TTS-Synthetic,https://huggingface.co/datasets/mesolitica/Azure-TTS-Synthetic,True
codelion/Qwen3-0.6B-pts-dpo-pairs,https://huggingface.co/datasets/codelion/Qwen3-0.6B-pts-dpo-pairs,False
mesolitica/mixtral-magicoder,https://huggingface.co/datasets/mesolitica/mixtral-magicoder,False
allenai/Dolci-Think-SFT-7B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-7B,False
allenai/Dolci-Think-SFT-32B,https://huggingface.co/datasets/allenai/Dolci-Think-SFT-32B,False
plaguss/function_calling_dataset_seed,https://huggingface.co/datasets/plaguss/function_calling_dataset_seed,False
Ketan3101/function_calling_dataset,https://huggingface.co/datasets/Ketan3101/function_calling_dataset,False
allenai/asta-summary-citation-counts,https://huggingface.co/datasets/allenai/asta-summary-citation-counts,False
NickyNicky/Colossal_Translation_Spanish_to_English_AND_English_to_Spanish_ORPO_DPO_Gemma,https://huggingface.co/datasets/NickyNicky/Colossal_Translation_Spanish_to_English_AND_English_to_Spanish_ORPO_DPO_Gemma,False
NickyNicky/Finance_sentiment_and_topic_classification_En,https://huggingface.co/datasets/NickyNicky/Finance_sentiment_and_topic_classification_En,False
NickyNicky/Razonamiento_noticias_v2,https://huggingface.co/datasets/NickyNicky/Razonamiento_noticias_v2,False
jaeyong2/thai-instruct-raw,https://huggingface.co/datasets/jaeyong2/thai-instruct-raw,False
jaeyong2/Vietnamese-instruct-raw,https://huggingface.co/datasets/jaeyong2/Vietnamese-instruct-raw,False
jaeyong2/persona-inst,https://huggingface.co/datasets/jaeyong2/persona-inst,False
jaeyong2/ja-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/ja-persona-cot-inst,False
jaeyong2/thai-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/thai-persona-cot-inst,False
jaeyong2/viet-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/viet-persona-cot-inst,False
jaeyong2/ko-persona-cot-inst,https://huggingface.co/datasets/jaeyong2/ko-persona-cot-inst,False
jaeyong2/ja-rag-cot,https://huggingface.co/datasets/jaeyong2/ja-rag-cot,False
jaeyong2/id-rag-cot,https://huggingface.co/datasets/jaeyong2/id-rag-cot,False
jaeyong2/thai-rag-cot,https://huggingface.co/datasets/jaeyong2/thai-rag-cot,False
jaeyong2/hi-rag-cot,https://huggingface.co/datasets/jaeyong2/hi-rag-cot,False
jaeyong2/Ko-emb-PreView,https://huggingface.co/datasets/jaeyong2/Ko-emb-PreView,False
allenai/MoNaCo_Benchmark,https://huggingface.co/datasets/allenai/MoNaCo_Benchmark,
codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,https://huggingface.co/datasets/codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,False
Qwen/PolyMath,https://huggingface.co/datasets/Qwen/PolyMath,False
allenai/quartz,https://huggingface.co/datasets/allenai/quartz,False
allenai/zest,https://huggingface.co/datasets/allenai/zest,False
allenai/metaicl-data,https://huggingface.co/datasets/allenai/metaicl-data,False
allenai/mslr2022,https://huggingface.co/datasets/allenai/mslr2022,False
microsoft/Do-You-See-Me,https://huggingface.co/datasets/microsoft/Do-You-See-Me,False
tatsu-lab/alpaca,https://huggingface.co/datasets/tatsu-lab/alpaca,True
tatsu-lab/alpaca_eval,https://huggingface.co/datasets/tatsu-lab/alpaca_eval,False
mesolitica/mixtral-malaysian-abstractive-summarization,https://huggingface.co/datasets/mesolitica/mixtral-malaysian-abstractive-summarization,False
mesolitica/malaysian-youtube-audio-instructions,https://huggingface.co/datasets/mesolitica/malaysian-youtube-audio-instructions,True
mesolitica/DPO-filtered-aya_dataset-zsm,https://huggingface.co/datasets/mesolitica/DPO-filtered-aya_dataset-zsm,False
mesolitica/translate-Multi-modal-Self-instruct,https://huggingface.co/datasets/mesolitica/translate-Multi-modal-Self-instruct,False
microsoft/IMAGE_UNDERSTANDING,https://huggingface.co/datasets/microsoft/IMAGE_UNDERSTANDING,False
microsoft/ChatBench,https://huggingface.co/datasets/microsoft/ChatBench,True
allenai/lila,https://huggingface.co/datasets/allenai/lila,False
allenai/ultrafeedback_binarized_cleaned,https://huggingface.co/datasets/allenai/ultrafeedback_binarized_cleaned,False
allenai/aboutme,https://huggingface.co/datasets/allenai/aboutme,False
allenai/WildBench,https://huggingface.co/datasets/allenai/WildBench,True
allenai/coconot,https://huggingface.co/datasets/allenai/coconot,False
allenai/SciRIFF-train-mix,https://huggingface.co/datasets/allenai/SciRIFF-train-mix,False
PJMixers-Dev/test3,https://huggingface.co/datasets/PJMixers-Dev/test3,False
microsoft/ms_marco,https://huggingface.co/datasets/microsoft/ms_marco,False
microsoft/cats_vs_dogs,https://huggingface.co/datasets/microsoft/cats_vs_dogs,False
microsoft/msr_sqa,https://huggingface.co/datasets/microsoft/msr_sqa,False
mesolitica/Malaysian-Instructions,https://huggingface.co/datasets/mesolitica/Malaysian-Instructions,False
mesolitica/AudioSet-Chunk,https://huggingface.co/datasets/mesolitica/AudioSet-Chunk,False
mesolitica/Speech-Translation-Instructions,https://huggingface.co/datasets/mesolitica/Speech-Translation-Instructions,False
google/xtreme_s,https://huggingface.co/datasets/google/xtreme_s,False
google/dreambooth,https://huggingface.co/datasets/google/dreambooth,False
google/granola-entity-questions,https://huggingface.co/datasets/google/granola-entity-questions,True
PJMixers-Dev/Bluemoon-R1T2-Chimera-all,https://huggingface.co/datasets/PJMixers-Dev/Bluemoon-R1T2-Chimera-all,True
